================== Tensiones IETFEM v2.11 ===========================


Archivo de entrada: ../../input/3D/Truss_3D_sd/grua.txt  ... 

Tiempo en resolver: 1604.753 segundos

Tipo de problema: Truss 3D pequeñas deformaciones y desplazamientos

Magnitud de fuerza: kN 

Magnitud de longitud: m 

Número de elementos: 1294 

Sigma_lin = N_lin/A  

------------------------- 
 Tensiones (kN/m^2)              
------------------------- 
| Elem |    Sigma_lin   | 
|  821 |   -3.56e+004   |
|  822 |   -2.89e+003   |
|  823 |    1.52e+004   |
|  824 |    8.32e+003   |
|  825 |   -3.33e+003   |
|  826 |    7.14e+003   |
|  827 |    7.14e+003   |
|  828 |   -2.63e+004   |
|  829 |   -2.14e+004   |
|  830 |   -6.28e+003   |
|  831 |   -7.36e+003   |
|  832 |   -5.25e+004   |
|  833 |    3.12e+004   |
|  834 |   -7.36e+003   |
|  835 |   -6.28e+003   |
|  836 |    3.68e+004   |
|  837 |    6.78e+003   |
|  838 |   -2.21e+004   |
|  839 |    7.04e+003   |
|  840 |    7.04e+003   |
|  841 |    2.26e+004   |
|  842 |   -7.08e+004   |
|  843 |   -2.24e+004   |
|  844 |    4.92e+003   |
|  845 |   -5.01e+004   |
|  846 |    3.35e+004   |
|  847 |    4.92e+003   |
|  848 |   -2.24e+004   |
|  849 |    5.65e+004   |
|  850 |    8.19e+003   |
|  851 |   -4.36e+004   |
|  852 |    7.32e+003   |
|  853 |    7.32e+003   |
|  854 |    7.16e+004   |
|  855 |   -1.20e+005   |
|  856 |   -3.66e+004   |
|  857 |    1.94e+004   |
|  858 |   -5.02e+004   |
|  859 |    3.35e+004   |
|  860 |    1.94e+004   |
|  861 |   -3.66e+004   |
|  862 |    7.65e+004   |
|  863 |   -4.03e+003   |
|  864 |   -5.90e+004   |
|  865 |    2.36e+003   |
|  866 |    2.36e+003   |
|  867 |    1.21e+005   |
|  868 |   -1.68e+005   |
|  869 |   -5.06e+004   |
|  870 |    3.50e+004   |
|  871 |   -5.24e+004   |
|  872 |    3.13e+004   |
|  873 |    3.50e+004   |
|  874 |   -5.06e+004   |
|  875 |    8.33e+004   |
|  876 |   -2.66e+003   |
|  877 |   -6.74e+004   |
|  878 |    2.64e+003   |
|  879 |    2.64e+003   |
|  880 |    1.55e+005   |
|  881 |   -2.00e+005   |
|  882 |   -5.99e+004   |
|  883 |    4.60e+004   |
|  884 |   -2.79e+004   |
|  885 |    2.36e+003   |
|  886 |    4.60e+004   |
|  887 |   -5.99e+004   |
|  888 |    7.82e+004   |
|  889 |   -4.05e+003   |
|  890 |   -6.07e+004   |
|  891 |    2.36e+003   |
|  892 |    2.36e+003   |
|  893 |    1.57e+005   |
|  894 |   -2.02e+005   |
|  895 |   -6.05e+004   |
|  896 |    4.67e+004   |
|  897 |   -1.25e+003   |
|  898 |   -2.43e+004   |
|  899 |    4.67e+004   |
|  900 |   -6.05e+004   |
|  901 |    5.98e+004   |
|  902 |    8.32e+003   |
|  903 |   -4.72e+004   |
|  904 |    7.33e+003   |
|  905 |    7.33e+003   |
|  906 |    1.28e+005   |
|  907 |   -1.74e+005   |
|  908 |   -5.25e+004   |
|  909 |    3.68e+004   |
|  910 |    2.77e+004   |
|  911 |   -4.88e+004   |
|  912 |    3.68e+004   |
|  913 |   -5.25e+004   |
|  914 |    4.32e+004   |
|  915 |    5.68e+003   |
|  916 |   -2.69e+004   |
|  917 |    6.91e+003   |
|  918 |    6.91e+003   |
|  919 |    8.22e+004   |
|  920 |   -1.30e+005   |
|  921 |   -3.95e+004   |
|  922 |    2.26e+004   |
|  923 |    2.97e+004   |
|  924 |   -4.68e+004   |
|  925 |    2.26e+004   |
|  926 |   -3.95e+004   |
|  927 |    1.44e+004   |
|  928 |    1.80e+004   |
|  929 |   -1.22e+004   |
|  930 |    9.57e+003   |
|  931 |    9.57e+003   |
|  932 |    3.65e+004   |
|  933 |   -8.57e+004   |
|  934 |   -2.85e+004   |
|  935 |    8.50e+003   |
|  936 |    3.19e+004   |
|  937 |   -4.46e+004   |
|  938 |    8.50e+003   |
|  939 |   -2.85e+004   |
|  940 |    1.82e+003   |
|  941 |    2.99e+003   |
|  942 |   -6.85e+002   |
|  943 |    1.78e+003   |
|  944 |    1.78e+003   |
|  945 |    4.82e+003   |
|  946 |   -1.88e+004   |
|  947 |   -5.33e+003   |
|  948 |   -8.11e+002   |
|  949 |    9.54e+003   |
|  950 |   -6.01e+003   |
|  951 |   -8.11e+002   |
|  952 |   -5.33e+003   |
|  953 |    1.93e+004   |
|  954 |    7.11e+004   |
|  955 |    2.82e+004   |
|  956 |    1.23e+004   |
|  957 |    1.23e+004   |
|  958 |   -1.24e+005   |
|  959 |    8.44e+004   |
|  960 |    3.84e+004   |
|  961 |   -2.49e+004   |
|  962 |   -3.97e+004   |
|  963 |   -5.03e+004   |
|  964 |   -2.49e+004   |
|  965 |    3.84e+004   |
|  966 |    6.86e+003   |
|  967 |    8.97e+003   |
|  968 |    8.97e+003   |
|  969 |   -1.31e+005   |
|  970 |    6.68e+004   |
|  971 |    1.48e+004   |
|  972 |   -4.28e+004   |
|  973 |   -1.88e+003   |
|  974 |   -1.24e+004   |
|  975 |   -4.28e+004   |
|  976 |    1.48e+004   |
|  977 |    3.92e+004   |
|  978 |    5.06e+004   |
|  979 |   -4.63e+004   |
|  980 |   -2.84e+004   |
|  981 |    9.43e+003   |
|  982 |    9.15e+003   |
|  983 |    9.15e+003   |
|  984 |   -1.24e+005   |
|  985 |    6.12e+004   |
|  986 |    1.65e+004   |
|  987 |   -3.77e+004   |
|  988 |   -6.24e+003   |
|  989 |   -1.68e+004   |
|  990 |   -3.77e+004   |
|  991 |    1.65e+004   |
|  992 |    4.59e+004   |
|  993 |   -2.81e+004   |
|  994 |    9.11e+003   |
|  995 |    9.14e+003   |
|  996 |    9.14e+003   |
|  997 |   -1.17e+005   |
|  998 |    5.50e+004   |
|  999 |    1.42e+004   |
| 1000 |   -3.64e+004   |
| 1001 |   -5.69e+003   |
| 1002 |   -1.63e+004   |
| 1003 |   -3.64e+004   |
| 1004 |    1.42e+004   |
| 1005 |    4.36e+004   |
| 1006 |   -2.53e+004   |
| 1007 |    9.15e+003   |
| 1008 |    9.14e+003   |
| 1009 |    9.14e+003   |
| 1010 |   -1.11e+005   |
| 1011 |    4.88e+004   |
| 1012 |    1.24e+004   |
| 1013 |   -3.45e+004   |
| 1014 |   -5.76e+003   |
| 1015 |   -1.63e+004   |
| 1016 |   -3.45e+004   |
| 1017 |    1.24e+004   |
| 1018 |    4.10e+004   |
| 1019 |   -2.27e+004   |
| 1020 |    9.14e+003   |
| 1021 |    9.14e+003   |
| 1022 |    9.14e+003   |
| 1023 |   -1.05e+005   |
| 1024 |    4.27e+004   |
| 1025 |    1.06e+004   |
| 1026 |   -3.27e+004   |
| 1027 |   -5.76e+003   |
| 1028 |   -1.63e+004   |
| 1029 |   -3.27e+004   |
| 1030 |    1.06e+004   |
| 1031 |    3.85e+004   |
| 1032 |   -2.02e+004   |
| 1033 |    9.15e+003   |
| 1034 |    9.14e+003   |
| 1035 |    9.14e+003   |
| 1036 |   -9.89e+004   |
| 1037 |    3.65e+004   |
| 1038 |    8.79e+003   |
| 1039 |   -3.09e+004   |
| 1040 |   -5.76e+003   |
| 1041 |   -1.63e+004   |
| 1042 |   -3.09e+004   |
| 1043 |    8.79e+003   |
| 1044 |    3.59e+004   |
| 1045 |   -1.76e+004   |
| 1046 |    9.12e+003   |
| 1047 |    9.14e+003   |
| 1048 |    9.14e+003   |
| 1049 |   -9.27e+004   |
| 1050 |    3.03e+004   |
| 1051 |    6.98e+003   |
| 1052 |   -2.90e+004   |
| 1053 |   -5.76e+003   |
| 1054 |   -1.63e+004   |
| 1055 |   -2.90e+004   |
| 1056 |    6.98e+003   |
| 1057 |    3.34e+004   |
| 1058 |   -1.50e+004   |
| 1059 |    9.30e+003   |
| 1060 |    9.15e+003   |
| 1061 |    9.15e+003   |
| 1062 |   -8.65e+004   |
| 1063 |    2.41e+004   |
| 1064 |    5.13e+003   |
| 1065 |   -2.73e+004   |
| 1066 |   -5.72e+003   |
| 1067 |   -1.63e+004   |
| 1068 |   -2.73e+004   |
| 1069 |    5.13e+003   |
| 1070 |    3.07e+004   |
| 1071 |   -1.27e+004   |
| 1072 |    7.86e+003   |
| 1073 |    9.02e+003   |
| 1074 |    9.02e+003   |
| 1075 |   -8.03e+004   |
| 1076 |    1.79e+004   |
| 1077 |    3.65e+003   |
| 1078 |   -2.53e+004   |
| 1079 |   -6.02e+003   |
| 1080 |   -1.66e+004   |
| 1081 |   -2.53e+004   |
| 1082 |    3.65e+003   |
| 1083 |    2.89e+004   |
| 1084 |   -8.53e+003   |
| 1085 |    2.01e+004   |
| 1086 |    1.14e+004   |
| 1087 |    1.14e+004   |
| 1088 |   -7.50e+004   |
| 1089 |    1.17e+004   |
| 1090 |   -5.96e+002   |
| 1091 |   -2.46e+004   |
| 1092 |   -3.55e+003   |
| 1093 |   -1.41e+004   |
| 1094 |   -2.46e+004   |
| 1095 |   -5.96e+002   |
| 1096 |    2.26e+004   |
| 1097 |   -1.72e+004   |
| 1098 |    1.45e+003   |
| 1099 |    2.67e+003   |
| 1100 |    2.67e+003   |
| 1101 |   -5.60e+004   |
| 1102 |    3.14e+004   |
| 1103 |    9.72e+003   |
| 1104 |   -1.87e+004   |
| 1105 |    3.48e+004   |
| 1106 |   -3.63e+004   |
| 1107 |   -1.87e+004   |
| 1108 |    9.72e+003   |
| 1109 |    1.45e+004   |
| 1110 |   -6.68e+003   |
| 1111 |    3.89e+003   |
| 1112 |    3.29e+003   |
| 1113 |    3.29e+003   |
| 1114 |   -1.35e+004   |
| 1115 |   -7.72e+003   |
| 1116 |   -2.94e+003   |
| 1117 |   -4.39e+003   |
| 1118 |    3.16e+004   |
| 1119 |   -3.96e+004   |
| 1120 |   -4.39e+003   |
| 1121 |   -2.94e+003   |
| 1122 |   -4.99e+003   |
| 1123 |    1.04e+004   |
| 1124 |   -2.77e+003   |
| 1125 |    6.34e+002   |
| 1126 |    6.34e+002   |
| 1127 |    2.85e+004   |
| 1128 |   -4.89e+004   |
| 1129 |   -1.50e+004   |
| 1130 |    8.16e+003   |
| 1131 |    3.08e+004   |
| 1132 |   -4.04e+004   |
| 1133 |    8.16e+003   |
| 1134 |   -1.50e+004   |
| 1135 |   -1.94e+004   |
| 1136 |    2.75e+004   |
| 1137 |   -2.02e+003   |
| 1138 |    7.86e+002   |
| 1139 |    7.86e+002   |
| 1140 |    6.23e+004   |
| 1141 |   -8.16e+004   |
| 1142 |   -2.45e+004   |
| 1143 |    1.87e+004   |
| 1144 |    1.54e+004   |
| 1145 |   -2.75e+004   |
| 1146 |    1.87e+004   |
| 1147 |   -2.45e+004   |
| 1148 |   -3.04e+004   |
| 1149 |    3.76e+004   |
| 1150 |   -2.75e+003   |
| 1151 |    6.35e+002   |
| 1152 |    6.35e+002   |
| 1153 |    7.91e+004   |
| 1154 |   -9.85e+004   |
| 1155 |   -2.95e+004   |
| 1156 |    2.36e+004   |
| 1157 |    1.27e+003   |
| 1158 |   -1.33e+004   |
| 1159 |    2.36e+004   |
| 1160 |   -2.95e+004   |
| 1161 |   -3.34e+004   |
| 1162 |    4.14e+004   |
| 1163 |    3.71e+003   |
| 1164 |    3.26e+003   |
| 1165 |    3.26e+003   |
| 1166 |    7.90e+004   |
| 1167 |   -9.94e+004   |
| 1168 |   -2.98e+004   |
| 1169 |    2.30e+004   |
| 1170 |   -1.17e+004   |
| 1171 |    1.98e+003   |
| 1172 |    2.30e+004   |
| 1173 |   -2.98e+004   |
| 1174 |   -3.27e+004   |
| 1175 |    3.83e+004   |
| 1176 |    3.06e+003   |
| 1177 |    3.12e+003   |
| 1178 |    3.12e+003   |
| 1179 |    7.07e+004   |
| 1180 |   -9.21e+004   |
| 1181 |   -2.77e+004   |
| 1182 |    2.00e+004   |
| 1183 |   -1.05e+004   |
| 1184 |    3.18e+003   |
| 1185 |    2.00e+004   |
| 1186 |   -2.77e+004   |
| 1187 |   -2.89e+004   |
| 1188 |    3.52e+004   |
| 1189 |    3.14e+003   |
| 1190 |    3.13e+003   |
| 1191 |    3.13e+003   |
| 1192 |    6.27e+004   |
| 1193 |   -8.40e+004   |
| 1194 |   -2.53e+004   |
| 1195 |    1.77e+004   |
| 1196 |   -1.06e+004   |
| 1197 |    3.05e+003   |
| 1198 |    1.77e+004   |
| 1199 |   -2.53e+004   |
| 1200 |   -2.56e+004   |
| 1201 |    3.18e+004   |
| 1202 |    3.13e+003   |
| 1203 |    3.13e+003   |
| 1204 |    3.13e+003   |
| 1205 |    5.47e+004   |
| 1206 |   -7.60e+004   |
| 1207 |   -2.29e+004   |
| 1208 |    1.54e+004   |
| 1209 |   -1.06e+004   |
| 1210 |    3.07e+003   |
| 1211 |    1.54e+004   |
| 1212 |   -2.29e+004   |
| 1213 |   -2.23e+004   |
| 1214 |    2.85e+004   |
| 1215 |    3.13e+003   |
| 1216 |    3.13e+003   |
| 1217 |    3.13e+003   |
| 1218 |    4.67e+004   |
| 1219 |   -6.80e+004   |
| 1220 |   -2.06e+004   |
| 1221 |    1.30e+004   |
| 1222 |   -1.06e+004   |
| 1223 |    3.06e+003   |
| 1224 |    1.30e+004   |
| 1225 |   -2.06e+004   |
| 1226 |   -1.90e+004   |
| 1227 |    2.52e+004   |
| 1228 |    3.13e+003   |
| 1229 |    3.13e+003   |
| 1230 |    3.13e+003   |
| 1231 |    3.86e+004   |
| 1232 |   -6.00e+004   |
| 1233 |   -1.82e+004   |
| 1234 |    1.07e+004   |
| 1235 |   -1.06e+004   |
| 1236 |    3.06e+003   |
| 1237 |    1.07e+004   |
| 1238 |   -1.82e+004   |
| 1239 |   -1.56e+004   |
| 1240 |    2.19e+004   |
| 1241 |    3.12e+003   |
| 1242 |    3.13e+003   |
| 1243 |    3.13e+003   |
| 1244 |    3.06e+004   |
| 1245 |   -5.20e+004   |
| 1246 |   -1.59e+004   |
| 1247 |    8.33e+003   |
| 1248 |   -1.06e+004   |
| 1249 |    3.06e+003   |
| 1250 |    8.33e+003   |
| 1251 |   -1.59e+004   |
| 1252 |   -1.23e+004   |
| 1253 |    1.86e+004   |
| 1254 |    3.17e+003   |
| 1255 |    3.13e+003   |
| 1256 |    3.13e+003   |
| 1257 |    2.26e+004   |
| 1258 |   -4.40e+004   |
| 1259 |   -1.35e+004   |
| 1260 |    5.97e+003   |
| 1261 |   -1.06e+004   |
| 1262 |    3.07e+003   |
| 1263 |    5.97e+003   |
| 1264 |   -1.35e+004   |
| 1265 |   -9.02e+003   |
| 1266 |    1.52e+004   |
| 1267 |    2.84e+003   |
| 1268 |    3.14e+003   |
| 1269 |    3.14e+003   |
| 1270 |    1.46e+004   |
| 1271 |   -3.60e+004   |
| 1272 |   -1.11e+004   |
| 1273 |    3.66e+003   |
| 1274 |   -1.07e+004   |
| 1275 |    3.00e+003   |
| 1276 |    3.66e+003   |
| 1277 |   -1.11e+004   |
| 1278 |   -5.59e+003   |
| 1279 |    1.25e+004   |
| 1280 |    5.13e+003   |
| 1281 |    2.90e+003   |
| 1282 |    2.90e+003   |
| 1283 |    6.41e+003   |
| 1284 |   -2.77e+004   |
| 1285 |   -9.68e+003   |
| 1286 |    1.10e+003   |
| 1287 |   -1.02e+004   |
| 1288 |    3.52e+003   |
| 1289 |    1.10e+003   |
| 1290 |   -9.68e+003   |
| 1291 |   -2.83e+003   |
| 1292 |    4.19e+003   |
| 1293 |    3.35e+004   |
| 1294 |    7.51e+004   |
------------------------- 

