================== Deformación Lineal IETFEM v2.11 ===========================


Archivo de entrada: ../../input/3D/Truss_3D_sd/grua.txt  ... 

Tiempo en resolver: 1604.753 

Tipo de problema: Truss 3D pequeñas deformaciones y desplazamientos

Número de elementos: 1294 


Deformación con análisis lineal: 

---------------------------------- 
| Elemento |     Deformación     | 
|      820 |       2.56e-004     | 
|      821 |      -1.78e-004     | 
|      822 |      -1.44e-005     | 
|      823 |       7.62e-005     | 
|      824 |       4.16e-005     | 
|      825 |      -1.66e-005     | 
|      826 |       3.57e-005     | 
|      827 |       3.57e-005     | 
|      828 |      -1.31e-004     | 
|      829 |      -1.07e-004     | 
|      830 |      -3.14e-005     | 
|      831 |      -3.68e-005     | 
|      832 |      -2.62e-004     | 
|      833 |       1.56e-004     | 
|      834 |      -3.68e-005     | 
|      835 |      -3.14e-005     | 
|      836 |       1.84e-004     | 
|      837 |       3.39e-005     | 
|      838 |      -1.11e-004     | 
|      839 |       3.52e-005     | 
|      840 |       3.52e-005     | 
|      841 |       1.13e-004     | 
|      842 |      -3.54e-004     | 
|      843 |      -1.12e-004     | 
|      844 |       2.46e-005     | 
|      845 |      -2.51e-004     | 
|      846 |       1.68e-004     | 
|      847 |       2.46e-005     | 
|      848 |      -1.12e-004     | 
|      849 |       2.82e-004     | 
|      850 |       4.09e-005     | 
|      851 |      -2.18e-004     | 
|      852 |       3.66e-005     | 
|      853 |       3.66e-005     | 
|      854 |       3.58e-004     | 
|      855 |      -5.99e-004     | 
|      856 |      -1.83e-004     | 
|      857 |       9.68e-005     | 
|      858 |      -2.51e-004     | 
|      859 |       1.67e-004     | 
|      860 |       9.68e-005     | 
|      861 |      -1.83e-004     | 
|      862 |       3.82e-004     | 
|      863 |      -2.02e-005     | 
|      864 |      -2.95e-004     | 
|      865 |       1.18e-005     | 
|      866 |       1.18e-005     | 
|      867 |       6.06e-004     | 
|      868 |      -8.38e-004     | 
|      869 |      -2.53e-004     | 
|      870 |       1.75e-004     | 
|      871 |      -2.62e-004     | 
|      872 |       1.56e-004     | 
|      873 |       1.75e-004     | 
|      874 |      -2.53e-004     | 
|      875 |       4.17e-004     | 
|      876 |      -1.33e-005     | 
|      877 |      -3.37e-004     | 
|      878 |       1.32e-005     | 
|      879 |       1.32e-005     | 
|      880 |       7.76e-004     | 
|      881 |      -9.99e-004     | 
|      882 |      -3.00e-004     | 
|      883 |       2.30e-004     | 
|      884 |      -1.40e-004     | 
|      885 |       1.18e-005     | 
|      886 |       2.30e-004     | 
|      887 |      -3.00e-004     | 
|      888 |       3.91e-004     | 
|      889 |      -2.03e-005     | 
|      890 |      -3.04e-004     | 
|      891 |       1.18e-005     | 
|      892 |       1.18e-005     | 
|      893 |       7.87e-004     | 
|      894 |      -1.01e-003     | 
|      895 |      -3.03e-004     | 
|      896 |       2.33e-004     | 
|      897 |      -6.23e-006     | 
|      898 |      -1.22e-004     | 
|      899 |       2.33e-004     | 
|      900 |      -3.03e-004     | 
|      901 |       2.99e-004     | 
|      902 |       4.16e-005     | 
|      903 |      -2.36e-004     | 
|      904 |       3.66e-005     | 
|      905 |       3.66e-005     | 
|      906 |       6.38e-004     | 
|      907 |      -8.70e-004     | 
|      908 |      -2.62e-004     | 
|      909 |       1.84e-004     | 
|      910 |       1.39e-004     | 
|      911 |      -2.44e-004     | 
|      912 |       1.84e-004     | 
|      913 |      -2.62e-004     | 
|      914 |       2.16e-004     | 
|      915 |       2.84e-005     | 
|      916 |      -1.34e-004     | 
|      917 |       3.46e-005     | 
|      918 |       3.46e-005     | 
|      919 |       4.11e-004     | 
|      920 |      -6.52e-004     | 
|      921 |      -1.97e-004     | 
|      922 |       1.13e-004     | 
|      923 |       1.48e-004     | 
|      924 |      -2.34e-004     | 
|      925 |       1.13e-004     | 
|      926 |      -1.97e-004     | 
|      927 |       7.22e-005     | 
|      928 |       9.01e-005     | 
|      929 |      -6.10e-005     | 
|      930 |       4.79e-005     | 
|      931 |       4.79e-005     | 
|      932 |       1.83e-004     | 
|      933 |      -4.29e-004     | 
|      934 |      -1.42e-004     | 
|      935 |       4.25e-005     | 
|      936 |       1.59e-004     | 
|      937 |      -2.23e-004     | 
|      938 |       4.25e-005     | 
|      939 |      -1.42e-004     | 
|      940 |       9.11e-006     | 
|      941 |       1.50e-005     | 
|      942 |      -3.42e-006     | 
|      943 |       8.90e-006     | 
|      944 |       8.90e-006     | 
|      945 |       2.41e-005     | 
|      946 |      -9.39e-005     | 
|      947 |      -2.66e-005     | 
|      948 |      -4.05e-006     | 
|      949 |       4.77e-005     | 
|      950 |      -3.00e-005     | 
|      951 |      -4.05e-006     | 
|      952 |      -2.66e-005     | 
|      953 |       9.63e-005     | 
|      954 |       3.56e-004     | 
|      955 |       1.41e-004     | 
|      956 |       6.16e-005     | 
|      957 |       6.16e-005     | 
|      958 |      -6.19e-004     | 
|      959 |       4.22e-004     | 
|      960 |       1.92e-004     | 
|      961 |      -1.25e-004     | 
|      962 |      -1.99e-004     | 
|      963 |      -2.52e-004     | 
|      964 |      -1.25e-004     | 
|      965 |       1.92e-004     | 
|      966 |       3.43e-005     | 
|      967 |       4.49e-005     | 
|      968 |       4.49e-005     | 
|      969 |      -6.53e-004     | 
|      970 |       3.34e-004     | 
|      971 |       7.38e-005     | 
|      972 |      -2.14e-004     | 
|      973 |      -9.38e-006     | 
|      974 |      -6.22e-005     | 
|      975 |      -2.14e-004     | 
|      976 |       7.38e-005     | 
|      977 |       1.96e-004     | 
|      978 |       2.53e-004     | 
|      979 |      -2.31e-004     | 
|      980 |      -1.42e-004     | 
|      981 |       4.72e-005     | 
|      982 |       4.58e-005     | 
|      983 |       4.58e-005     | 
|      984 |      -6.18e-004     | 
|      985 |       3.06e-004     | 
|      986 |       8.24e-005     | 
|      987 |      -1.88e-004     | 
|      988 |      -3.12e-005     | 
|      989 |      -8.40e-005     | 
|      990 |      -1.88e-004     | 
|      991 |       8.24e-005     | 
|      992 |       2.29e-004     | 
|      993 |      -1.41e-004     | 
|      994 |       4.55e-005     | 
|      995 |       4.57e-005     | 
|      996 |       4.57e-005     | 
|      997 |      -5.87e-004     | 
|      998 |       2.75e-004     | 
|      999 |       7.08e-005     | 
|     1000 |      -1.82e-004     | 
|     1001 |      -2.85e-005     | 
|     1002 |      -8.13e-005     | 
|     1003 |      -1.82e-004     | 
|     1004 |       7.08e-005     | 
|     1005 |       2.18e-004     | 
|     1006 |      -1.26e-004     | 
|     1007 |       4.57e-005     | 
|     1008 |       4.57e-005     | 
|     1009 |       4.57e-005     | 
|     1010 |      -5.56e-004     | 
|     1011 |       2.44e-004     | 
|     1012 |       6.21e-005     | 
|     1013 |      -1.72e-004     | 
|     1014 |      -2.88e-005     | 
|     1015 |      -8.16e-005     | 
|     1016 |      -1.72e-004     | 
|     1017 |       6.21e-005     | 
|     1018 |       2.05e-004     | 
|     1019 |      -1.14e-004     | 
|     1020 |       4.57e-005     | 
|     1021 |       4.57e-005     | 
|     1022 |       4.57e-005     | 
|     1023 |      -5.25e-004     | 
|     1024 |       2.13e-004     | 
|     1025 |       5.30e-005     | 
|     1026 |      -1.63e-004     | 
|     1027 |      -2.88e-005     | 
|     1028 |      -8.16e-005     | 
|     1029 |      -1.63e-004     | 
|     1030 |       5.30e-005     | 
|     1031 |       1.92e-004     | 
|     1032 |      -1.01e-004     | 
|     1033 |       4.57e-005     | 
|     1034 |       4.57e-005     | 
|     1035 |       4.57e-005     | 
|     1036 |      -4.95e-004     | 
|     1037 |       1.82e-004     | 
|     1038 |       4.39e-005     | 
|     1039 |      -1.54e-004     | 
|     1040 |      -2.88e-005     | 
|     1041 |      -8.16e-005     | 
|     1042 |      -1.54e-004     | 
|     1043 |       4.39e-005     | 
|     1044 |       1.79e-004     | 
|     1045 |      -8.81e-005     | 
|     1046 |       4.56e-005     | 
|     1047 |       4.57e-005     | 
|     1048 |       4.57e-005     | 
|     1049 |      -4.64e-004     | 
|     1050 |       1.51e-004     | 
|     1051 |       3.49e-005     | 
|     1052 |      -1.45e-004     | 
|     1053 |      -2.88e-005     | 
|     1054 |      -8.16e-005     | 
|     1055 |      -1.45e-004     | 
|     1056 |       3.49e-005     | 
|     1057 |       1.67e-004     | 
|     1058 |      -7.51e-005     | 
|     1059 |       4.65e-005     | 
|     1060 |       4.57e-005     | 
|     1061 |       4.57e-005     | 
|     1062 |      -4.33e-004     | 
|     1063 |       1.21e-004     | 
|     1064 |       2.56e-005     | 
|     1065 |      -1.36e-004     | 
|     1066 |      -2.86e-005     | 
|     1067 |      -8.14e-005     | 
|     1068 |      -1.36e-004     | 
|     1069 |       2.56e-005     | 
|     1070 |       1.53e-004     | 
|     1071 |      -6.34e-005     | 
|     1072 |       3.93e-005     | 
|     1073 |       4.51e-005     | 
|     1074 |       4.51e-005     | 
|     1075 |      -4.01e-004     | 
|     1076 |       8.95e-005     | 
|     1077 |       1.82e-005     | 
|     1078 |      -1.26e-004     | 
|     1079 |      -3.01e-005     | 
|     1080 |      -8.29e-005     | 
|     1081 |      -1.26e-004     | 
|     1082 |       1.82e-005     | 
|     1083 |       1.44e-004     | 
|     1084 |      -4.27e-005     | 
|     1085 |       1.01e-004     | 
|     1086 |       5.71e-005     | 
|     1087 |       5.71e-005     | 
|     1088 |      -3.75e-004     | 
|     1089 |       5.84e-005     | 
|     1090 |      -2.98e-006     | 
|     1091 |      -1.23e-004     | 
|     1092 |      -1.78e-005     | 
|     1093 |      -7.06e-005     | 
|     1094 |      -1.23e-004     | 
|     1095 |      -2.98e-006     | 
|     1096 |       1.13e-004     | 
|     1097 |      -8.60e-005     | 
|     1098 |       7.26e-006     | 
|     1099 |       1.34e-005     | 
|     1100 |       1.34e-005     | 
|     1101 |      -2.80e-004     | 
|     1102 |       1.57e-004     | 
|     1103 |       4.86e-005     | 
|     1104 |      -9.36e-005     | 
|     1105 |       1.74e-004     | 
|     1106 |      -1.82e-004     | 
|     1107 |      -9.36e-005     | 
|     1108 |       4.86e-005     | 
|     1109 |       7.23e-005     | 
|     1110 |      -3.34e-005     | 
|     1111 |       1.95e-005     | 
|     1112 |       1.64e-005     | 
|     1113 |       1.64e-005     | 
|     1114 |      -6.76e-005     | 
|     1115 |      -3.86e-005     | 
|     1116 |      -1.47e-005     | 
|     1117 |      -2.20e-005     | 
|     1118 |       1.58e-004     | 
|     1119 |      -1.98e-004     | 
|     1120 |      -2.20e-005     | 
|     1121 |      -1.47e-005     | 
|     1122 |      -2.50e-005     | 
|     1123 |       5.18e-005     | 
|     1124 |      -1.39e-005     | 
|     1125 |       3.17e-006     | 
|     1126 |       3.17e-006     | 
|     1127 |       1.43e-004     | 
|     1128 |      -2.45e-004     | 
|     1129 |      -7.50e-005     | 
|     1130 |       4.08e-005     | 
|     1131 |       1.54e-004     | 
|     1132 |      -2.02e-004     | 
|     1133 |       4.08e-005     | 
|     1134 |      -7.50e-005     | 
|     1135 |      -9.71e-005     | 
|     1136 |       1.38e-004     | 
|     1137 |      -1.01e-005     | 
|     1138 |       3.93e-006     | 
|     1139 |       3.93e-006     | 
|     1140 |       3.11e-004     | 
|     1141 |      -4.08e-004     | 
|     1142 |      -1.23e-004     | 
|     1143 |       9.34e-005     | 
|     1144 |       7.70e-005     | 
|     1145 |      -1.37e-004     | 
|     1146 |       9.34e-005     | 
|     1147 |      -1.23e-004     | 
|     1148 |      -1.52e-004     | 
|     1149 |       1.88e-004     | 
|     1150 |      -1.38e-005     | 
|     1151 |       3.18e-006     | 
|     1152 |       3.18e-006     | 
|     1153 |       3.96e-004     | 
|     1154 |      -4.92e-004     | 
|     1155 |      -1.47e-004     | 
|     1156 |       1.18e-004     | 
|     1157 |       6.36e-006     | 
|     1158 |      -6.67e-005     | 
|     1159 |       1.18e-004     | 
|     1160 |      -1.47e-004     | 
|     1161 |      -1.67e-004     | 
|     1162 |       2.07e-004     | 
|     1163 |       1.86e-005     | 
|     1164 |       1.63e-005     | 
|     1165 |       1.63e-005     | 
|     1166 |       3.95e-004     | 
|     1167 |      -4.97e-004     | 
|     1168 |      -1.49e-004     | 
|     1169 |       1.15e-004     | 
|     1170 |      -5.85e-005     | 
|     1171 |       9.92e-006     | 
|     1172 |       1.15e-004     | 
|     1173 |      -1.49e-004     | 
|     1174 |      -1.63e-004     | 
|     1175 |       1.92e-004     | 
|     1176 |       1.53e-005     | 
|     1177 |       1.56e-005     | 
|     1178 |       1.56e-005     | 
|     1179 |       3.53e-004     | 
|     1180 |      -4.60e-004     | 
|     1181 |      -1.38e-004     | 
|     1182 |       9.98e-005     | 
|     1183 |      -5.25e-005     | 
|     1184 |       1.59e-005     | 
|     1185 |       9.98e-005     | 
|     1186 |      -1.38e-004     | 
|     1187 |      -1.44e-004     | 
|     1188 |       1.76e-004     | 
|     1189 |       1.57e-005     | 
|     1190 |       1.56e-005     | 
|     1191 |       1.56e-005     | 
|     1192 |       3.13e-004     | 
|     1193 |      -4.20e-004     | 
|     1194 |      -1.26e-004     | 
|     1195 |       8.86e-005     | 
|     1196 |      -5.31e-005     | 
|     1197 |       1.52e-005     | 
|     1198 |       8.86e-005     | 
|     1199 |      -1.26e-004     | 
|     1200 |      -1.28e-004     | 
|     1201 |       1.59e-004     | 
|     1202 |       1.56e-005     | 
|     1203 |       1.56e-005     | 
|     1204 |       1.56e-005     | 
|     1205 |       2.73e-004     | 
|     1206 |      -3.80e-004     | 
|     1207 |      -1.15e-004     | 
|     1208 |       7.68e-005     | 
|     1209 |      -5.31e-005     | 
|     1210 |       1.53e-005     | 
|     1211 |       7.68e-005     | 
|     1212 |      -1.15e-004     | 
|     1213 |      -1.11e-004     | 
|     1214 |       1.43e-004     | 
|     1215 |       1.56e-005     | 
|     1216 |       1.56e-005     | 
|     1217 |       1.56e-005     | 
|     1218 |       2.33e-004     | 
|     1219 |      -3.40e-004     | 
|     1220 |      -1.03e-004     | 
|     1221 |       6.51e-005     | 
|     1222 |      -5.31e-005     | 
|     1223 |       1.53e-005     | 
|     1224 |       6.51e-005     | 
|     1225 |      -1.03e-004     | 
|     1226 |      -9.48e-005     | 
|     1227 |       1.26e-004     | 
|     1228 |       1.56e-005     | 
|     1229 |       1.56e-005     | 
|     1230 |       1.56e-005     | 
|     1231 |       1.93e-004     | 
|     1232 |      -3.00e-004     | 
|     1233 |      -9.11e-005     | 
|     1234 |       5.34e-005     | 
|     1235 |      -5.31e-005     | 
|     1236 |       1.53e-005     | 
|     1237 |       5.34e-005     | 
|     1238 |      -9.11e-005     | 
|     1239 |      -7.82e-005     | 
|     1240 |       1.09e-004     | 
|     1241 |       1.56e-005     | 
|     1242 |       1.56e-005     | 
|     1243 |       1.56e-005     | 
|     1244 |       1.53e-004     | 
|     1245 |      -2.60e-004     | 
|     1246 |      -7.94e-005     | 
|     1247 |       4.16e-005     | 
|     1248 |      -5.31e-005     | 
|     1249 |       1.53e-005     | 
|     1250 |       4.16e-005     | 
|     1251 |      -7.94e-005     | 
|     1252 |      -6.16e-005     | 
|     1253 |       9.29e-005     | 
|     1254 |       1.58e-005     | 
|     1255 |       1.56e-005     | 
|     1256 |       1.56e-005     | 
|     1257 |       1.13e-004     | 
|     1258 |      -2.20e-004     | 
|     1259 |      -6.77e-005     | 
|     1260 |       2.99e-005     | 
|     1261 |      -5.30e-005     | 
|     1262 |       1.54e-005     | 
|     1263 |       2.99e-005     | 
|     1264 |      -6.77e-005     | 
|     1265 |      -4.51e-005     | 
|     1266 |       7.60e-005     | 
|     1267 |       1.42e-005     | 
|     1268 |       1.57e-005     | 
|     1269 |       1.57e-005     | 
|     1270 |       7.32e-005     | 
|     1271 |      -1.80e-004     | 
|     1272 |      -5.54e-005     | 
|     1273 |       1.83e-005     | 
|     1274 |      -5.34e-005     | 
|     1275 |       1.50e-005     | 
|     1276 |       1.83e-005     | 
|     1277 |      -5.54e-005     | 
|     1278 |      -2.79e-005     | 
|     1279 |       6.23e-005     | 
|     1280 |       2.57e-005     | 
|     1281 |       1.45e-005     | 
|     1282 |       1.45e-005     | 
|     1283 |       3.20e-005     | 
|     1284 |      -1.38e-004     | 
|     1285 |      -4.84e-005     | 
|     1286 |       5.50e-006     | 
|     1287 |      -5.08e-005     | 
|     1288 |       1.76e-005     | 
|     1289 |       5.50e-006     | 
|     1290 |      -4.84e-005     | 
|     1291 |      -1.42e-005     | 
|     1292 |       2.09e-005     | 
|     1293 |       1.67e-004     | 
|     1294 |       3.76e-004     | 
---------------------------------- 
