================== Fuerza Axial IETFEM v2.11 ===========================


Archivo de entrada: ../../input/3D/Truss_3D_sd/grua.txt  ... 

Tiempo en resolver: 1604.753 

Tipo de problema: Truss 3D pequeñas deformaciones y desplazamientos

Magnitud de fuerza: kN 

Número de elementos: 1294 


Fuerza Axial con análisis Lineal: 

---------------------------------- 
| Elemento |  Fuerza Axial (kN)  | 
|      803 |       -8.82e+001    | 
|      804 |        1.01e+002    | 
|      805 |        1.01e+002    | 
|      806 |       -1.96e+002    | 
|      807 |       -4.57e+002    | 
|      808 |       -4.57e+002    | 
|      809 |       -1.96e+002    | 
|      810 |        1.24e+001    | 
|      811 |       -1.56e+001    | 
|      812 |        1.32e+002    | 
|      813 |        2.83e+001    | 
|      814 |        2.83e+001    | 
|      815 |       -3.98e+002    | 
|      816 |        1.06e+002    | 
|      817 |       -1.44e+001    | 
|      818 |       -1.78e+002    | 
|      819 |       -1.62e+002    | 
|      820 |        2.56e+002    | 
|      821 |       -1.78e+002    | 
|      822 |       -1.44e+001    | 
|      823 |        7.62e+001    | 
|      824 |        4.16e+001    | 
|      825 |       -1.66e+001    | 
|      826 |        3.57e+001    | 
|      827 |        3.57e+001    | 
|      828 |       -1.31e+002    | 
|      829 |       -1.07e+002    | 
|      830 |       -3.14e+001    | 
|      831 |       -3.68e+001    | 
|      832 |       -2.62e+002    | 
|      833 |        1.56e+002    | 
|      834 |       -3.68e+001    | 
|      835 |       -3.14e+001    | 
|      836 |        1.84e+002    | 
|      837 |        3.39e+001    | 
|      838 |       -1.11e+002    | 
|      839 |        3.52e+001    | 
|      840 |        3.52e+001    | 
|      841 |        1.13e+002    | 
|      842 |       -3.54e+002    | 
|      843 |       -1.12e+002    | 
|      844 |        2.46e+001    | 
|      845 |       -2.51e+002    | 
|      846 |        1.68e+002    | 
|      847 |        2.46e+001    | 
|      848 |       -1.12e+002    | 
|      849 |        2.82e+002    | 
|      850 |        4.09e+001    | 
|      851 |       -2.18e+002    | 
|      852 |        3.66e+001    | 
|      853 |        3.66e+001    | 
|      854 |        3.58e+002    | 
|      855 |       -5.99e+002    | 
|      856 |       -1.83e+002    | 
|      857 |        9.68e+001    | 
|      858 |       -2.51e+002    | 
|      859 |        1.67e+002    | 
|      860 |        9.68e+001    | 
|      861 |       -1.83e+002    | 
|      862 |        3.82e+002    | 
|      863 |       -2.02e+001    | 
|      864 |       -2.95e+002    | 
|      865 |        1.18e+001    | 
|      866 |        1.18e+001    | 
|      867 |        6.06e+002    | 
|      868 |       -8.38e+002    | 
|      869 |       -2.53e+002    | 
|      870 |        1.75e+002    | 
|      871 |       -2.62e+002    | 
|      872 |        1.56e+002    | 
|      873 |        1.75e+002    | 
|      874 |       -2.53e+002    | 
|      875 |        4.17e+002    | 
|      876 |       -1.33e+001    | 
|      877 |       -3.37e+002    | 
|      878 |        1.32e+001    | 
|      879 |        1.32e+001    | 
|      880 |        7.76e+002    | 
|      881 |       -9.99e+002    | 
|      882 |       -3.00e+002    | 
|      883 |        2.30e+002    | 
|      884 |       -1.40e+002    | 
|      885 |        1.18e+001    | 
|      886 |        2.30e+002    | 
|      887 |       -3.00e+002    | 
|      888 |        3.91e+002    | 
|      889 |       -2.03e+001    | 
|      890 |       -3.04e+002    | 
|      891 |        1.18e+001    | 
|      892 |        1.18e+001    | 
|      893 |        7.87e+002    | 
|      894 |       -1.01e+003    | 
|      895 |       -3.03e+002    | 
|      896 |        2.33e+002    | 
|      897 |       -6.23e+000    | 
|      898 |       -1.22e+002    | 
|      899 |        2.33e+002    | 
|      900 |       -3.03e+002    | 
|      901 |        2.99e+002    | 
|      902 |        4.16e+001    | 
|      903 |       -2.36e+002    | 
|      904 |        3.66e+001    | 
|      905 |        3.66e+001    | 
|      906 |        6.38e+002    | 
|      907 |       -8.70e+002    | 
|      908 |       -2.62e+002    | 
|      909 |        1.84e+002    | 
|      910 |        1.39e+002    | 
|      911 |       -2.44e+002    | 
|      912 |        1.84e+002    | 
|      913 |       -2.62e+002    | 
|      914 |        2.16e+002    | 
|      915 |        2.84e+001    | 
|      916 |       -1.34e+002    | 
|      917 |        3.46e+001    | 
|      918 |        3.46e+001    | 
|      919 |        4.11e+002    | 
|      920 |       -6.52e+002    | 
|      921 |       -1.97e+002    | 
|      922 |        1.13e+002    | 
|      923 |        1.48e+002    | 
|      924 |       -2.34e+002    | 
|      925 |        1.13e+002    | 
|      926 |       -1.97e+002    | 
|      927 |        7.22e+001    | 
|      928 |        9.01e+001    | 
|      929 |       -6.10e+001    | 
|      930 |        4.79e+001    | 
|      931 |        4.79e+001    | 
|      932 |        1.83e+002    | 
|      933 |       -4.29e+002    | 
|      934 |       -1.42e+002    | 
|      935 |        4.25e+001    | 
|      936 |        1.59e+002    | 
|      937 |       -2.23e+002    | 
|      938 |        4.25e+001    | 
|      939 |       -1.42e+002    | 
|      940 |        9.11e+000    | 
|      941 |        1.50e+001    | 
|      942 |       -3.42e+000    | 
|      943 |        8.90e+000    | 
|      944 |        8.90e+000    | 
|      945 |        2.41e+001    | 
|      946 |       -9.39e+001    | 
|      947 |       -2.66e+001    | 
|      948 |       -4.05e+000    | 
|      949 |        4.77e+001    | 
|      950 |       -3.00e+001    | 
|      951 |       -4.05e+000    | 
|      952 |       -2.66e+001    | 
|      953 |        9.63e+001    | 
|      954 |        3.56e+002    | 
|      955 |        1.41e+002    | 
|      956 |        6.16e+001    | 
|      957 |        6.16e+001    | 
|      958 |       -6.19e+002    | 
|      959 |        4.22e+002    | 
|      960 |        1.92e+002    | 
|      961 |       -1.25e+002    | 
|      962 |       -1.99e+002    | 
|      963 |       -2.52e+002    | 
|      964 |       -1.25e+002    | 
|      965 |        1.92e+002    | 
|      966 |        3.43e+001    | 
|      967 |        4.49e+001    | 
|      968 |        4.49e+001    | 
|      969 |       -6.53e+002    | 
|      970 |        3.34e+002    | 
|      971 |        7.38e+001    | 
|      972 |       -2.14e+002    | 
|      973 |       -9.38e+000    | 
|      974 |       -6.22e+001    | 
|      975 |       -2.14e+002    | 
|      976 |        7.38e+001    | 
|      977 |        1.96e+002    | 
|      978 |        2.53e+002    | 
|      979 |       -2.31e+002    | 
|      980 |       -1.42e+002    | 
|      981 |        4.72e+001    | 
|      982 |        4.58e+001    | 
|      983 |        4.58e+001    | 
|      984 |       -6.18e+002    | 
|      985 |        3.06e+002    | 
|      986 |        8.24e+001    | 
|      987 |       -1.88e+002    | 
|      988 |       -3.12e+001    | 
|      989 |       -8.40e+001    | 
|      990 |       -1.88e+002    | 
|      991 |        8.24e+001    | 
|      992 |        2.29e+002    | 
|      993 |       -1.41e+002    | 
|      994 |        4.55e+001    | 
|      995 |        4.57e+001    | 
|      996 |        4.57e+001    | 
|      997 |       -5.87e+002    | 
|      998 |        2.75e+002    | 
|      999 |        7.08e+001    | 
|     1000 |       -1.82e+002    | 
|     1001 |       -2.85e+001    | 
|     1002 |       -8.13e+001    | 
|     1003 |       -1.82e+002    | 
|     1004 |        7.08e+001    | 
|     1005 |        2.18e+002    | 
|     1006 |       -1.26e+002    | 
|     1007 |        4.57e+001    | 
|     1008 |        4.57e+001    | 
|     1009 |        4.57e+001    | 
|     1010 |       -5.56e+002    | 
|     1011 |        2.44e+002    | 
|     1012 |        6.21e+001    | 
|     1013 |       -1.72e+002    | 
|     1014 |       -2.88e+001    | 
|     1015 |       -8.16e+001    | 
|     1016 |       -1.72e+002    | 
|     1017 |        6.21e+001    | 
|     1018 |        2.05e+002    | 
|     1019 |       -1.14e+002    | 
|     1020 |        4.57e+001    | 
|     1021 |        4.57e+001    | 
|     1022 |        4.57e+001    | 
|     1023 |       -5.25e+002    | 
|     1024 |        2.13e+002    | 
|     1025 |        5.30e+001    | 
|     1026 |       -1.63e+002    | 
|     1027 |       -2.88e+001    | 
|     1028 |       -8.16e+001    | 
|     1029 |       -1.63e+002    | 
|     1030 |        5.30e+001    | 
|     1031 |        1.92e+002    | 
|     1032 |       -1.01e+002    | 
|     1033 |        4.57e+001    | 
|     1034 |        4.57e+001    | 
|     1035 |        4.57e+001    | 
|     1036 |       -4.95e+002    | 
|     1037 |        1.82e+002    | 
|     1038 |        4.39e+001    | 
|     1039 |       -1.54e+002    | 
|     1040 |       -2.88e+001    | 
|     1041 |       -8.16e+001    | 
|     1042 |       -1.54e+002    | 
|     1043 |        4.39e+001    | 
|     1044 |        1.79e+002    | 
|     1045 |       -8.81e+001    | 
|     1046 |        4.56e+001    | 
|     1047 |        4.57e+001    | 
|     1048 |        4.57e+001    | 
|     1049 |       -4.64e+002    | 
|     1050 |        1.51e+002    | 
|     1051 |        3.49e+001    | 
|     1052 |       -1.45e+002    | 
|     1053 |       -2.88e+001    | 
|     1054 |       -8.16e+001    | 
|     1055 |       -1.45e+002    | 
|     1056 |        3.49e+001    | 
|     1057 |        1.67e+002    | 
|     1058 |       -7.51e+001    | 
|     1059 |        4.65e+001    | 
|     1060 |        4.57e+001    | 
|     1061 |        4.57e+001    | 
|     1062 |       -4.33e+002    | 
|     1063 |        1.21e+002    | 
|     1064 |        2.56e+001    | 
|     1065 |       -1.36e+002    | 
|     1066 |       -2.86e+001    | 
|     1067 |       -8.14e+001    | 
|     1068 |       -1.36e+002    | 
|     1069 |        2.56e+001    | 
|     1070 |        1.53e+002    | 
|     1071 |       -6.34e+001    | 
|     1072 |        3.93e+001    | 
|     1073 |        4.51e+001    | 
|     1074 |        4.51e+001    | 
|     1075 |       -4.01e+002    | 
|     1076 |        8.95e+001    | 
|     1077 |        1.82e+001    | 
|     1078 |       -1.26e+002    | 
|     1079 |       -3.01e+001    | 
|     1080 |       -8.29e+001    | 
|     1081 |       -1.26e+002    | 
|     1082 |        1.82e+001    | 
|     1083 |        1.44e+002    | 
|     1084 |       -4.27e+001    | 
|     1085 |        1.01e+002    | 
|     1086 |        5.71e+001    | 
|     1087 |        5.71e+001    | 
|     1088 |       -3.75e+002    | 
|     1089 |        5.84e+001    | 
|     1090 |       -2.98e+000    | 
|     1091 |       -1.23e+002    | 
|     1092 |       -1.78e+001    | 
|     1093 |       -7.06e+001    | 
|     1094 |       -1.23e+002    | 
|     1095 |       -2.98e+000    | 
|     1096 |        1.13e+002    | 
|     1097 |       -8.60e+001    | 
|     1098 |        7.26e+000    | 
|     1099 |        1.34e+001    | 
|     1100 |        1.34e+001    | 
|     1101 |       -2.80e+002    | 
|     1102 |        1.57e+002    | 
|     1103 |        4.86e+001    | 
|     1104 |       -9.36e+001    | 
|     1105 |        1.74e+002    | 
|     1106 |       -1.82e+002    | 
|     1107 |       -9.36e+001    | 
|     1108 |        4.86e+001    | 
|     1109 |        7.23e+001    | 
|     1110 |       -3.34e+001    | 
|     1111 |        1.95e+001    | 
|     1112 |        1.64e+001    | 
|     1113 |        1.64e+001    | 
|     1114 |       -6.76e+001    | 
|     1115 |       -3.86e+001    | 
|     1116 |       -1.47e+001    | 
|     1117 |       -2.20e+001    | 
|     1118 |        1.58e+002    | 
|     1119 |       -1.98e+002    | 
|     1120 |       -2.20e+001    | 
|     1121 |       -1.47e+001    | 
|     1122 |       -2.50e+001    | 
|     1123 |        5.18e+001    | 
|     1124 |       -1.39e+001    | 
|     1125 |        3.17e+000    | 
|     1126 |        3.17e+000    | 
|     1127 |        1.43e+002    | 
|     1128 |       -2.45e+002    | 
|     1129 |       -7.50e+001    | 
|     1130 |        4.08e+001    | 
|     1131 |        1.54e+002    | 
|     1132 |       -2.02e+002    | 
|     1133 |        4.08e+001    | 
|     1134 |       -7.50e+001    | 
|     1135 |       -9.71e+001    | 
|     1136 |        1.38e+002    | 
|     1137 |       -1.01e+001    | 
|     1138 |        3.93e+000    | 
|     1139 |        3.93e+000    | 
|     1140 |        3.11e+002    | 
|     1141 |       -4.08e+002    | 
|     1142 |       -1.23e+002    | 
|     1143 |        9.34e+001    | 
|     1144 |        7.70e+001    | 
|     1145 |       -1.37e+002    | 
|     1146 |        9.34e+001    | 
|     1147 |       -1.23e+002    | 
|     1148 |       -1.52e+002    | 
|     1149 |        1.88e+002    | 
|     1150 |       -1.38e+001    | 
|     1151 |        3.18e+000    | 
|     1152 |        3.18e+000    | 
|     1153 |        3.96e+002    | 
|     1154 |       -4.92e+002    | 
|     1155 |       -1.47e+002    | 
|     1156 |        1.18e+002    | 
|     1157 |        6.36e+000    | 
|     1158 |       -6.67e+001    | 
|     1159 |        1.18e+002    | 
|     1160 |       -1.47e+002    | 
|     1161 |       -1.67e+002    | 
|     1162 |        2.07e+002    | 
|     1163 |        1.86e+001    | 
|     1164 |        1.63e+001    | 
|     1165 |        1.63e+001    | 
|     1166 |        3.95e+002    | 
|     1167 |       -4.97e+002    | 
|     1168 |       -1.49e+002    | 
|     1169 |        1.15e+002    | 
|     1170 |       -5.85e+001    | 
|     1171 |        9.92e+000    | 
|     1172 |        1.15e+002    | 
|     1173 |       -1.49e+002    | 
|     1174 |       -1.63e+002    | 
|     1175 |        1.92e+002    | 
|     1176 |        1.53e+001    | 
|     1177 |        1.56e+001    | 
|     1178 |        1.56e+001    | 
|     1179 |        3.53e+002    | 
|     1180 |       -4.60e+002    | 
|     1181 |       -1.38e+002    | 
|     1182 |        9.98e+001    | 
|     1183 |       -5.25e+001    | 
|     1184 |        1.59e+001    | 
|     1185 |        9.98e+001    | 
|     1186 |       -1.38e+002    | 
|     1187 |       -1.44e+002    | 
|     1188 |        1.76e+002    | 
|     1189 |        1.57e+001    | 
|     1190 |        1.56e+001    | 
|     1191 |        1.56e+001    | 
|     1192 |        3.13e+002    | 
|     1193 |       -4.20e+002    | 
|     1194 |       -1.26e+002    | 
|     1195 |        8.86e+001    | 
|     1196 |       -5.31e+001    | 
|     1197 |        1.52e+001    | 
|     1198 |        8.86e+001    | 
|     1199 |       -1.26e+002    | 
|     1200 |       -1.28e+002    | 
|     1201 |        1.59e+002    | 
|     1202 |        1.56e+001    | 
|     1203 |        1.56e+001    | 
|     1204 |        1.56e+001    | 
|     1205 |        2.73e+002    | 
|     1206 |       -3.80e+002    | 
|     1207 |       -1.15e+002    | 
|     1208 |        7.68e+001    | 
|     1209 |       -5.31e+001    | 
|     1210 |        1.53e+001    | 
|     1211 |        7.68e+001    | 
|     1212 |       -1.15e+002    | 
|     1213 |       -1.11e+002    | 
|     1214 |        1.43e+002    | 
|     1215 |        1.56e+001    | 
|     1216 |        1.56e+001    | 
|     1217 |        1.56e+001    | 
|     1218 |        2.33e+002    | 
|     1219 |       -3.40e+002    | 
|     1220 |       -1.03e+002    | 
|     1221 |        6.51e+001    | 
|     1222 |       -5.31e+001    | 
|     1223 |        1.53e+001    | 
|     1224 |        6.51e+001    | 
|     1225 |       -1.03e+002    | 
|     1226 |       -9.48e+001    | 
|     1227 |        1.26e+002    | 
|     1228 |        1.56e+001    | 
|     1229 |        1.56e+001    | 
|     1230 |        1.56e+001    | 
|     1231 |        1.93e+002    | 
|     1232 |       -3.00e+002    | 
|     1233 |       -9.11e+001    | 
|     1234 |        5.34e+001    | 
|     1235 |       -5.31e+001    | 
|     1236 |        1.53e+001    | 
|     1237 |        5.34e+001    | 
|     1238 |       -9.11e+001    | 
|     1239 |       -7.82e+001    | 
|     1240 |        1.09e+002    | 
|     1241 |        1.56e+001    | 
|     1242 |        1.56e+001    | 
|     1243 |        1.56e+001    | 
|     1244 |        1.53e+002    | 
|     1245 |       -2.60e+002    | 
|     1246 |       -7.94e+001    | 
|     1247 |        4.16e+001    | 
|     1248 |       -5.31e+001    | 
|     1249 |        1.53e+001    | 
|     1250 |        4.16e+001    | 
|     1251 |       -7.94e+001    | 
|     1252 |       -6.16e+001    | 
|     1253 |        9.29e+001    | 
|     1254 |        1.58e+001    | 
|     1255 |        1.56e+001    | 
|     1256 |        1.56e+001    | 
|     1257 |        1.13e+002    | 
|     1258 |       -2.20e+002    | 
|     1259 |       -6.77e+001    | 
|     1260 |        2.99e+001    | 
|     1261 |       -5.30e+001    | 
|     1262 |        1.54e+001    | 
|     1263 |        2.99e+001    | 
|     1264 |       -6.77e+001    | 
|     1265 |       -4.51e+001    | 
|     1266 |        7.60e+001    | 
|     1267 |        1.42e+001    | 
|     1268 |        1.57e+001    | 
|     1269 |        1.57e+001    | 
|     1270 |        7.32e+001    | 
|     1271 |       -1.80e+002    | 
|     1272 |       -5.54e+001    | 
|     1273 |        1.83e+001    | 
|     1274 |       -5.34e+001    | 
|     1275 |        1.50e+001    | 
|     1276 |        1.83e+001    | 
|     1277 |       -5.54e+001    | 
|     1278 |       -2.79e+001    | 
|     1279 |        6.23e+001    | 
|     1280 |        2.57e+001    | 
|     1281 |        1.45e+001    | 
|     1282 |        1.45e+001    | 
|     1283 |        3.20e+001    | 
|     1284 |       -1.38e+002    | 
|     1285 |       -4.84e+001    | 
|     1286 |        5.50e+000    | 
|     1287 |       -5.08e+001    | 
|     1288 |        1.76e+001    | 
|     1289 |        5.50e+000    | 
|     1290 |       -4.84e+001    | 
|     1291 |       -1.42e+001    | 
|     1292 |        2.09e+001    | 
|     1293 |        1.67e+002    | 
|     1294 |        3.76e+002    | 
---------------------------------- 
